ticker,issuer_cik,share_class_tickers,window_start_fy,window_end_fy,window_year_count,latest_fy,latest_ceo,latest_granted_usd,latest_cap_usd,window_granted_usd,window_cap_usd,company_tsr_idx,peer_tsr_idx,tsr_vs_peer,beat_peers,cap_to_granted_x,board_target_in_scope,board_target_stratum,board_target_featured_pct,board_target_metric_type,board_target_verification,source_accessions,flags
PKG,0000075677,PKG,2021,2025,5,2025,Mr. Kowlzan,16992255,12969392,72641862,100218702,173.59,113.51,60.1,True,0.76,False,,,,,0001193125-26-127602,
MO,0000764180,MO,2021,2025,5,2025,"William F. Gifford, Jr",24561180,27713212,98705092,100060146,208.24,135.97,72.3,True,1.13,False,,,,,0001104659-26-038900,
TSCO,0000916365,TSCO,2021,2025,5,2025,Harry A. Lawton III,32277194,24875183,77029895,100024425,190,159,31.0,True,0.77,False,,,,,0001193125-26-126620,
WRB,0000011544,WRB,2021,2025,5,2025,Mr. Rob Berkley,16823866,21149853,81862832,99935038,267.62,224.47,43.2,True,1.26,False,,,,,0001193125-26-170583,
MGM,0000789570,MGM,2021,2025,5,2025,Mr. Hornbuckle,25329156,25905860,87665133,99819835,115.86,81.82,34.0,True,1.02,False,,,,,0001193125-26-129074,
TFC,0000092230,TFC,2021,2025,5,2025,,14313770,15202106,79589076,98393194,129.86,196.02,-66.2,False,1.06,False,,,,,0001193125-26-107144,CEO_TRANSITION
BR,0001383312,BR,2021,2025,5,2025,Timothy C. Gokey,17188658,30364453,63997312,98112943,209.37,141.56,67.8,True,1.77,False,,,,,0001140361-25-037069,
CSGP,0001057352,CSGP,2021,2025,5,2025,Andrew C. Florance,36431936,33174602,144586931,97629402,112.39,122.51,-10.1,False,0.91,False,,,,,0001193125-26-197205,
DD,0001666700,DD,2021,2025,5,2025,,16134250,18320887,99865865,97626795,169,190,-21.0,False,1.14,False,,,,,0001193125-26-151204,CEO_TRANSITION
SRE,0001032208,SRE,2021,2025,5,2025,Mr. Martin,22245589,11709926,114465348,97302372,163,159,4.0,True,0.53,False,,,,,0001193125-26-127603,
DRI,0000940944,DRI,2021,2025,5,2025,Ricardo Cardenas,13995870,31605527,56520353,97214598,307.28,169.56,137.7,True,2.26,False,,,,,0000950170-25-101699,
EOG,0000821189,EOG,2021,2025,5,2025,Mr. Yacob,17576636,10130594,79346413,95027149,268,282.89,-14.9,False,0.58,False,,,,,0001104659-26-036125,CEO_TRANSITION
URI,0001067701,URI,2021,2025,5,2025,Mr. Flannery,12057571,19027354,61263950,94981133,360,175,185.0,True,1.58,False,,,,,0001193125-26-124113,
APA,0001841666,APA,2021,2025,5,2025,John J. Christmann IV,13202517,20245175,67249493,94851553,196.81,295.11,-98.3,False,1.53,False,,,,,0001193125-26-149453,
EXC,0001109357,EXC,2021,2025,5,2025,Mr. Butler,15601905,24610264,94569622,94617393,173,153,20.0,True,1.58,False,,,,,0001109357-26-000040,CEO_TRANSITION
SHW,0000089800,SHW,2021,2025,5,2025,Heidi G. Petz,14914317,9307185,75782063,94118070,138.29,128.86,9.4,True,0.62,False,,,,,0000089800-26-000025,
RMD,0000943819,RMD,2021,2025,5,2025,Mr. Michael Farrell,14674543,29631927,64712554,94002574,134.38,149.50,-15.1,False,2.02,False,,,,,0000943819-25-000079,
TER,0000097210,TER,2021,2025,5,2025,Gregory S. Smith,14107588,41136477,63793076,93035743,164.67,258.77,-94.1,False,2.92,False,,,,,0001193125-26-127504,CEO_TRANSITION
AME,0001037868,AME,2021,2025,5,2025,David A. Zapico,16462630,21276792,71665905,92721643,175,190,-15.0,False,1.29,False,,,,,0001037868-26-000062,
FIS,0001136893,FIS,2021,2025,5,2025,,22928412,21626368,149781648,92571167,52.55,104.70,-52.2,False,0.94,False,,,,,0001136893-26-000026,CEO_TRANSITION
CL,0000021665,CL,2021,2025,5,2025,Noel Wallace,16478196,12342588,81755201,92543247,104.0,111.8,-7.8,False,0.75,False,,,,,0001308179-26-000136,
DG,0000029534,DG,2022,2026,5,2026,Todd J. Vasos,8163197,19500388,70480831,92412061,79.72,208.9,-129.2,False,2.39,False,,,,,0001104659-26-040394,CEO_TRANSITION
EME,0000105634,EME,2021,2025,5,2025,Anthony J. Guzzi,14380630,21445529,62607234,92183390,680.65,189.72,490.9,True,1.49,False,,,,,0001140361-26-015809,
CHRW,0001043277,CHRW,2021,2025,5,2025,David P. Bozeman,11045949,25032037,71349486,91841168,192.75,138.77,54.0,True,2.27,False,,,,,0001043277-26-000011,CEO_TRANSITION
UHS,0000352915,UHS,2021,2025,5,2025,Marc D. Miller,16148937,27735374,70519628,91736012,163,284,-121.0,False,1.72,False,,,,,0001193125-26-148814,
ECL,0000031462,ECL,2021,2025,5,2025,Christophe Beck,17404935,25910127,66429221,91424389,128.15,138.87,-10.7,False,1.49,False,,,,,0001104659-26-032777,
TRMB,0000864749,TRMB,2021,2026,5,2026,Robert G. Painter,19129944,26495081,83114644,91358601,117,258,-141.0,False,1.39,False,,,,,0000864749-26-000042,
UPS,0001090727,UPS,2021,2025,5,2025,Carol Tomé,22878788,10260804,116918910,90940092,74.69,136.89,-62.2,False,0.45,False,,,,,0001628280-26-019856,
COO,0000711404,COO,2021,2025,5,2025,Mr. White,16051141,1770870,67700565,90885796,67.09,103.97,-36.9,False,0.11,False,,,,,0001628280-26-011110,
LDOS,0001336920,LDOS,2021,2026,5,2026,,14736385,28272642,69513968,90692567,186.30,127.32,59.0,True,1.92,False,,,,,0001336920-26-000138,CEO_TRANSITION
MDT,0001613103,MDT,2021,2025,5,2025,,21240058,26085386,100436884,90291009,97.82,148.62,-50.8,False,1.23,False,,,,,0001613103-25-000151,CEO_TRANSITION
AIZ,0001267238,AIZ,2021,2025,5,2025,Keith W. Demmings,15221983,24201570,59207359,89687914,192.81,221.66,-28.8,False,1.59,False,,,,,0001267238-26-000018,
DHR,0000313616,DHR,2021,2025,5,2025,Rainer Blair,23795280,17340170,104154020,89665494,119,148,-29.0,False,0.73,False,,,,,0000313616-26-000101,
HUBB,0000048898,HUBB,2021,2025,5,2025,Gerben W. Bakker,10346752,11636745,43568298,88607356,307.70,222.79,84.9,True,1.12,False,,,,,0001308179-26-000121,
CTVA,0001755672,CTVA,2021,2025,5,2025,Mr. Magro,17499399,28549774,77660618,88339455,183,122,61.0,True,1.63,False,,,,,0001193125-26-116069,CEO_TRANSITION
A,0001090872,A,2021,2025,5,2025,Mr. McDonnell,12827236,14643258,87126577,88001193,148.32,193.57,-45.2,False,1.14,False,,,,,0001193125-26-040286,CEO_TRANSITION
NKE,0000320187,NKE,2022,2026,5,2026,Elliott Hill,36340876,19275855,181614302,87529539,36.47,48.36,-11.9,False,0.53,False,,,,,0000320187-26-000089,CEO_TRANSITION
SWKS,0000004127,SWKS,2021,2025,5,2025,,24717041,3944043,117429193,87059514,59.29,586,-526.7,False,0.16,False,,,,,0001104659-26-039476,CEO_TRANSITION
WTW,0001140536,WTW,2021,2025,5,2025,Mr. Hess,12793605,21693892,69030719,86971018,167,137,30.0,True,1.7,False,,,,,0001193125-26-127613,
NI,0001111711,NI,2021,2025,5,2025,Lloyd Yates,13197800,26178851,53201731,86678331,216,159,57.0,True,1.98,False,,,,,0001140361-26-011851,CEO_TRANSITION
CBOE,0001374310,CBOE,2021,2025,5,2025,,18347037,22673566,73670266,86243636,289.12,175.55,113.6,True,1.24,False,,,,,0001628280-26-022939,CEO_TRANSITION
CNC,0001071739,CNC,2021,2025,5,2025,London,19506298,4646963,100149362,85763682,68.55,148.37,-79.8,False,0.24,False,,,,,0001071739-26-000077,CEO_TRANSITION
PCAR,0000075362,PCAR,2021,2025,5,2025,R. P. Feight,12618865,12600886,76948243,85618117,229.33,248.17,-18.8,False,1.0,False,,,,,0001193125-26-113876,
TGT,0000027419,TGT,2022,2026,5,2026,Mr. Cornell,21830088,7813021,98864706,85362016,66.89,176.65,-109.8,False,0.36,False,,,,,0001628280-26-027508,
BRO,0000079282,BRO,2021,2025,5,2025,J. Powell Brown,8641088,-6030535,46049278,84444440,174,184,-10.0,False,-0.7,False,,,,,0001193125-26-122172,
HUM,0000049071,HUM,2021,2025,5,2025,Mr. Rechtin,18757075,18828255,96447980,84392136,65,108,-43.0,False,1.0,False,,,,,0001104659-26-024393,CEO_TRANSITION
FE,0001031296,FE,2021,2025,5,2025,Brian X. Tierney,13448255,17913372,79977653,84260632,179.8,143.83,36.0,True,1.33,False,,,,,0001193125-26-138029,CEO_TRANSITION
WEC,0000783325,WEC,2021,2025,5,2025,Mr. Lauber,12188492,20871095,67471605,84103380,135.40,149.01,-13.6,False,1.71,False,,,,,0000783325-26-000035,CEO_TRANSITION
KR,0000056873,KR,2022,2026,5,2026,,14037608,13883235,83600842,83797022,202.66,217.65,-15.0,False,0.99,False,,,,,0001104659-26-060250,CEO_TRANSITION
VTRS,0001792044,VTRS,2021,2025,5,2025,Scott A. Smith,15273331,24703538,85357669,83349777,81.26,185.97,-104.7,False,1.62,False,,,,,0001140361-26-013002,CEO_TRANSITION
BMY,0000014272,BMY,2021,2025,5,2025,Dr. Chris Boerner,21879919,16862134,108628642,83105505,105,198,-93.0,False,0.77,False,,,,,0000014272-26-000006,CEO_TRANSITION
XEL,0000072903,XEL,2021,2025,5,2025,,15992859,28391485,81736475,82601848,130,144,-14.0,False,1.78,False,,,,,0000072903-26-000063,CEO_TRANSITION
FTV,0001659166,FTV,2021,2025,5,2025,,14405012,11285225,94082341,82488403,105.69,189.72,-84.0,False,0.78,False,,,,,0001193125-26-189078,CEO_TRANSITION
EIX,0000827052,EIX,2021,2025,5,2025,Mr. Pizarro,16544559,6807157,71790810,82450487,119,153,-34.0,False,0.41,False,,,,,0001104659-26-027655,
DLR,0001297996,DLR,2021,2025,5,2025,,21071498,21541551,97352138,81828407,131.91,137.53,-5.6,False,1.02,False,,,,,0001308179-26-000296,CEO_TRANSITION
O,0000726728,O,2021,2025,5,2025,Sumit Roy,16251931,24580885,71774776,81629488,120.47,126.71,-6.2,False,1.51,False,,,,,0000726728-26-000021,
FITB,0000035527,FITB,2021,2025,5,2025,,11052366,15775869,60236045,80925670,204.21,196.02,8.2,True,1.43,False,,,,,0001193125-26-098679,CEO_TRANSITION
KMB,0000055785,KMB,2021,2025,5,2025,Hsu,15320405,9210075,74826225,80593471,89.85,141.44,-51.6,False,0.6,False,,,,,0001628280-26-020404,
PEG,0000788784,PEG,2021,2025,5,2025,Mr. LaRossa,13866735,11342953,74601985,80336646,162.8,144.69,18.1,True,0.82,False,,,,,0001193125-26-104270,CEO_TRANSITION
SOLV,0001964738,SOLV,2024,2025,2,2025,Bryan C. Hanson,20139981,40020576,60099748,80265560,114.67,108.95,5.7,True,1.99,False,,,,,0001964738-26-000017,
KMI,0001506307,KMI,2021,2025,5,2025,Ms. Dang,12331566,14282847,54282393,79406112,268.96,291.00,-22.0,False,1.16,False,,,,,0001506307-26-000024,CEO_TRANSITION
CPAY,0001175454,CPAY,2021,2025,5,2025,(1)Mr. Clarke,3406867,2722552,96037360,79060447,110.30,132.06,-21.8,False,0.8,False,,,,,0001175454-26-000022,
GWW,0000277135,GWW,2021,2025,5,2025,D.G. Macpherson,11609508,9107336,51635122,78464790,261,231,30.0,True,0.78,False,,,,,0001104659-26-025575,
MCHP,0000827054,MCHP,2022,2026,5,2026,Steve Sanghi,40501951,47170072,102302406,78439492,92.34,256.74,-164.4,False,1.16,False,,,,,0000827054-26-000026,CEO_TRANSITION
CCI,0001051470,CCI,2021,2025,5,2025,,18218454,8879235,123399117,78299223,70.38,126.71,-56.3,False,0.49,False,,,,,0001051470-26-000039,CEO_TRANSITION
IP,0000051434,IP,2021,2025,5,2025,Mr. Silvernail,14838324,-8657205,92593242,78026911,104,127,-23.0,False,-0.58,False,,,,,0001628280-26-021729,CEO_TRANSITION
GPN,0001123360,GPN,2021,2025,5,2025,Cameron Beady,20307392,6476989,121094289,77833679,37.54,203.47,-165.9,False,0.32,False,,,,,0001104659-26-029453,CEO_TRANSITION
ROK,0001024478,ROK,2021,2025,5,2025,Blake D. Moret,15401707,25161026,73102519,77727849,172.60,226.14,-53.5,False,1.63,False,,,,,0001308179-25-000665,
PODD,0001145197,PODD,2021,2025,5,2025,,18858968,25206415,94016906,77277559,111.19,99.39,11.8,True,1.34,False,,,,,0001140361-26-013333,CEO_TRANSITION
NTRS,0000073124,NTRS,2021,2025,5,2025,Mr. O’Grady,10059154,21643405,52429572,76612418,170.76,196.00,-25.2,False,2.15,False,,,,,0000073124-26-000022,
HII,0001501585,HII,2021,2025,5,2025,Christopher D. Kastner,13809406,31037552,61555270,76430981,223,220,3.0,True,2.25,False,,,,,0001501585-26-000014,CEO_TRANSITION
KIM,0000879101,KIM,2021,2025,5,2025,Conor Flynn,11581750,9726025,58580155,76427967,167,176,-9.0,False,0.84,False,,,,,0001206774-26-000197,
TROW,0001113169,TROW,2021,2025,5,2025,Mr. Sharps,17245792,16007907,80443495,76418532,84.14,206.36,-122.2,False,0.93,False,,,,,0001104659-26-028876,
VEEV,0001393052,VEEV,2022,2026,5,2026,Mr. Gassner,470833,-88092167,174069833,76302833,73.77,125.07,-51.3,False,-187.1,True,S&P 500 findings extension,,CEO_premium_option_award,PRIMARY_VERIFIED,0001140361-26-018796,
PNR,0000077360,PNR,2021,2025,5,2025,John Stauch,11374255,14499234,49365499,75976188,209.48,200.35,9.1,True,1.27,False,,,,,0000077360-26-000014,
HBAN,0000049196,HBAN,2021,2025,5,2025,Stephen D. Steinour,12124358,18340287,52433653,75892424,172,196,-24.0,False,1.51,False,,,,,0001193125-26-103196,
DXCM,0001093557,DXCM,2021,2025,5,2025,,16282598,12992295,83230575,75769038,71.81,78.69,-6.9,False,0.8,False,,,,,0001093557-26-000061,CEO_TRANSITION
DTE,0000936340,DTE,2021,2025,5,2025,,14156937,12765598,65345918,75620079,147.24,144.61,2.6,True,0.9,False,,,,,0000936340-26-000062,CEO_TRANSITION
BEN,0000038777,BEN,2021,2025,5,2025,Ms. Johnson,16844816,21476332,75374618,75244707,144.34,272.77,-128.4,False,1.27,False,,,,,0001140361-25-046314,
CFG,0000759944,CFG,2021,2025,5,2025,Mr. Van Saun,12513920,21965302,58353851,74784337,202.1,196.0,6.1,True,1.76,False,,,,,0000759944-26-000064,
BDX,0000010795,BDX,2021,2025,5,2025,Thomas E. Polen,17129140,3475744,82654253,74427608,89.25,130.17,-40.9,False,0.2,False,,,,,0001628280-25-057846,
CTSH,0001058290,CTSH,2021,2025,5,2025,Mr. Kumar,21532448,26662787,102745155,74327140,109.43,196.16,-86.7,False,1.24,False,,,,,0001308179-26-000290,CEO_TRANSITION
DASH,0001792789,DASH,2021,2025,5,2025,Tony Xu,431864,238464732,1667019,74051047,159,258,-99.0,False,552.18,False,,,,,0001792789-26-000018,
UNP,0000100885,UNP,2021,2025,5,2025,Mr. Vena,20296362,16803878,84360940,73502570,124,149,-25.0,False,0.83,False,,,,,0000100885-26-000098,CEO_TRANSITION
BIIB,0000875045,BIIB,2021,2025,5,2025,Mr. Viehbacher,23646004,27664592,126686061,73078848,71.87,119.92,-48.0,False,1.17,False,,,,,0001193125-26-187303,CEO_TRANSITION
DOW,0001751788,DOW,2021,2025,5,2025,Jim Fitterling,19078777,-892309,103295866,72903801,55,79,-24.0,False,-0.05,False,,,,,0001193125-26-082583,
AMT,0001053507,AMT,2021,2025,5,2025,Steven O. Vondran,14854505,12726064,83592647,72523756,90.61,126.71,-36.1,False,0.86,True,S&P 100 Layer A,157,LTI_PSU_actual,PRIMARY_VERIFIED,0001053507-26-000088,CEO_TRANSITION;MANUAL_PRIMARY_TABLE;MANUAL_PRIMARY_TABLE
FSLR,0001274494,FSLR,2021,2025,5,2025,Mr. Widmar,8138605,10361718,36001030,72358022,264,48,216.0,True,1.27,False,,,,,0001274494-26-000096,
IFF,0000051253,IFF,2021,2025,5,2025,Mr. J. Erik Fyrwald,15002866,7485213,95824140,72114793,71,110,-39.0,False,0.5,False,,,,,0001140361-26-009960,CEO_TRANSITION
ALB,0000915913,ALB,2021,2025,5,2025,"J. Kent Masters, Jr.",15513654,38198957,64513176,71873115,102,109,-7.0,False,2.46,False,,,,,0000915913-26-000050,
PAYX,0000723531,PAYX,2021,2025,5,2025,John B. Gibson,8807411,16426552,58116891,71383106,251.16,186.69,64.5,True,1.87,False,,,,,0001193125-25-191789,CEO_TRANSITION
IDXX,0000874716,IDXX,2021,2025,5,2025,Jonathan J. Mazelsky,14580122,31764374,57959891,71224949,135.34,148.36,-13.0,False,2.18,False,,,,,0000874716-26-000064,
AVB,0000915912,AVB,2021,2025,5,2025,Value of Initial Fixed $100,9663500,1583396,65920341,70988433,134,130,4.0,True,0.16,False,,,,,0001104659-26-039943,CEO_TRANSITION
AVY,0000008818,AVY,2022,2025,4,2025,Deon Stander,9538375,6257992,56704277,70875046,127.47,101.03,26.4,True,0.66,False,,,,,0001193125-26-102965,CEO_TRANSITION
NRG,0001013871,NRG,2021,2025,5,2025,Lawrence Coben,20131942,35537362,71664316,70805776,506.68,155.39,351.3,True,1.77,False,,,,,0001104659-26-030844,CEO_TRANSITION
GIS,0000040704,GIS,2021,2025,5,2025,Jeffrey L. Harmening,12492830,-751091,72773467,70222779,99.81,113.32,-13.5,False,-0.06,False,,,,,0001308179-25-000581,
GEHC,0001932393,GEHC,2022,2025,4,2025,Peter Arduini,18562794,19551725,73058723,70157294,136.20,121.98,14.2,True,1.05,False,,,,,0001932393-26-000021,
WYNN,0001174922,WYNN,2021,2025,5,2025,Mr. Billings,15090901,24305795,80162842,69832441,145.6,93.85,51.8,True,1.61,False,,,,,0001193125-26-124077,CEO_TRANSITION
NEM,0001164727,NEM,2021,2025,5,2025,Mr. Palmer,15625168,46280998,66659042,69551899,195,330,-135.0,False,2.96,False,,,,,0001104659-26-035211,
BXP,0001037540,BXP,2021,2025,5,2025,Owen D. Thomas.,23047305,24466190,74800672,68466787,91.77,81.15,10.6,True,1.06,False,,,,,0001037540-26-000010,
DECK,0000910521,DECK,2021,2025,5,2025,,10051429,2465345,55031214,68380183,500.7,78.3,422.4,True,0.25,False,,,,,0000910521-25-000030,CEO_TRANSITION
PPL,0000922224,PPL,2021,2025,5,2025,Mr. Sorgi,13221331,15906018,57049686,68214164,150,144,6.0,True,1.2,False,,,,,0001193125-26-135991,
APD,0000002969,APD,2021,2025,5,2025,,23418863,15415851,105499060,68036969,103,157,-54.0,False,0.66,False,,,,,0001308179-25-000643,CEO_TRANSITION
CDW,0001402057,CDW,2021,2025,5,2025,Ms. Leahy,15009507,9649263,54141186,67821331,109.72,182.33,-72.6,False,0.64,False,,,,,0001308179-26-000251,
APTV,0001521332,APTV,2021,2025,5,2025,Kevin P. Clark,19250277,24676355,86959864,67818159,58.4,170.48,-112.1,False,1.28,False,,,,,0001193125-26-108328,
SNA,0000091440,SNA,2022,2026,4,2026,Nicholas T. Pinchuk,10138217,5967577,50547342,67566736,228.88,189.72,39.2,True,0.59,False,,,,,0000091440-26-000101,CEO_TRANSITION
ODFL,0000878927,ODFL,2021,2025,5,2025,Mr. Freeman,11615896,10595479,68438125,67002381,165,149,16.0,True,0.91,False,,,,,0000878927-26-000006,CEO_TRANSITION
VRSK,0001442145,VRSK,2021,2025,5,2025,Lee M. Shavel,13540847,6493547,69814853,66308156,111.27,130.8,-19.5,False,0.48,False,,,,,0001193125-26-141398,CEO_TRANSITION
VRSN,0001014473,VRSN,2021,2025,5,2025,Bidzos,15536674,24214787,63235612,66176145,113,258,-145.0,False,1.56,False,,,,,0001014473-26-000013,
EXE,0000895126,EXE,2021,2025,5,2025,Mr. Dell’Osso,9879106,14308783,51487964,65528256,308,193,115.0,True,1.45,False,,,,,0001104659-26-048155,CEO_TRANSITION
CHD,0000313927,CHD,2021,2025,5,2025,,9799678,4332429,53864153,65076105,102,109,-7.0,False,0.44,False,,,,,0001193125-26-115994,CEO_TRANSITION
VICI,0001705696,VICI,2021,2025,5,2025,Edward B. Pitoniak,14007585,11631436,57262396,64543897,143.15,137.55,5.6,True,0.83,False,,,,,0001104659-26-028592,
MAS,0000062996,MAS,2021,2025,5,2025,,6641952,6122716,55749811,64417332,116,83,33.0,True,0.92,False,,,,,0001193125-26-151241,CEO_TRANSITION
KEY,0000091576,KEY,2021,2025,5,2025,Mr. Gorman,11522025,16732685,59546466,64020445,160.05,161.11,-1.1,False,1.45,False,,,,,0001193125-26-127600,
UDR,0000074208,UDR,2021,2025,5,2025,Mr. Toomey,9933438,3581688,54244744,62254318,115.44,129.86,-14.4,False,0.36,False,,,,,0000074208-26-000037,
FIX,0001035983,FIX,2021,2025,5,2025,Mr. Lane,10620815,21202213,35322807,61197174,1814.51,219.76,1594.8,True,2.0,False,,,,,0001308179-26-000245,
ALLE,0001579241,ALLE,2021,2025,5,2025,Mr. Stone,9155073,19480153,51521357,61142704,146.95,219.77,-72.8,False,2.13,False,,,,,0001104659-26-044597,CEO_TRANSITION
HSIC,0001000228,HSIC,2021,2025,5,2025,Mr. Bergman,12013915,9776672,52701231,60826151,116,144,-28.0,False,0.81,False,,,,,0001193125-26-146317,
AEE,0001002910,AEE,2021,2025,5,2025,Mr. Lyons,14056510,17245319,49962138,60212925,148.2,159.1,-10.9,False,1.23,False,,,,,0001104659-26-037756,
EXPD,0000746515,EXPD,2021,2025,5,2025,,9643863,13076863,50394747,59530899,165.92,148.84,17.1,True,1.36,False,,,,,0001193125-26-121388,CEO_TRANSITION
AKAM,0001086222,AKAM,2021,2025,5,2025,Dr. Leighton,15954172,12405175,68338415,59527830,83,258,-175.0,False,0.78,False,,,,,0001086222-26-000042,
ES,0000072741,ES,2021,2025,5,2025,"Joseph R. Nolan, Jr.",14987168,15201278,77098052,59022588,94,144,-50.0,False,1.01,False,,,,,0001104659-26-036077,CEO_TRANSITION
EXR,0001289490,EXR,2021,2025,5,2025,Joseph D. Margolis,14186887,6246134,58099555,58756176,136.00,137.83,-1.8,False,0.44,False,,,,,0001289490-26-000027,
NSC,0000702165,NSC,2021,2025,5,2025,Mark R. George,16245050,13376591,83977066,58365030,135,129,6.0,True,0.82,False,,,,,0001193125-26-127620,CEO_TRANSITION
EW,0001099800,EW,2021,2025,5,2025,,17454255,21327530,74313936,58320670,93.45,126.87,-33.4,False,1.22,False,,,,,0001099800-26-000015,CEO_TRANSITION
ED,0001047862,ED,2021,2025,5,2025,Timothy P. Cawley,19899971,14919003,70995550,58287169,164,159,5.0,True,0.75,False,,,,,0001047862-26-000078,
PNW,0000764622,PNW,2021,2025,5,2025,,8414652,8814543,47997741,57747479,138,144,-6.0,False,1.05,False,,,,,0001628280-26-023516,CEO_TRANSITION
CINF,0000020286,CINF,2021,2025,5,2025,Stephen M. Spray,5943492,7850104,47081201,57726166,211.47,221.65,-10.2,False,1.32,False,,,,,0000020286-26-000015,CEO_TRANSITION
PSA,0001393311,PSA,2021,2025,5,2025,"Joseph D. Russell, Jr.",9909777,2398542,47747889,57723795,139,127,12.0,True,0.24,False,,,,,0001193125-26-128991,
MTD,0001037646,MTD,2021,2025,5,2025,Patrick Kaltenbach,6741212,8798416,41547270,57619794,122.33,105.51,16.8,True,1.31,False,,,,,0001174947-26-000389,CEO_TRANSITION
LII,0001069202,LII,2021,2025,5,2025,Alok Maskara,8434155,1717504,39351620,57078948,188.04,175.89,12.2,True,0.2,False,,,,,0001069202-26-000046,CEO_TRANSITION
BLDR,0001316835,BLDR,2021,2025,5,2025,,8133324,4033290,48656087,56774559,252.12,194.02,58.1,True,0.5,False,,,,,0001193125-26-140509,CEO_TRANSITION
MTB,0000036270,MTB,2021,2025,5,2025,Mr. Jones,12015250,14887642,47350271,56392581,185.53,196,-10.5,False,1.24,False,,,,,0001193125-26-099298,
DOC,0000765880,DOC,2021,2025,5,2025,Mr. Brinker,10072994,3346104,67810958,56309670,69.25,126.72,-57.5,False,0.33,False,,,,,0001104659-26-027086,CEO_TRANSITION
EQR,0000906107,EQR,2021,2025,5,2025,Mr. Parrell,12759187,7088965,55205811,55874863,127.21,137.83,-10.6,False,0.56,False,,,,,0001193125-26-155007,
AES,0000874761,AES,2021,2025,5,2025,Andrés Gluski,9153896,13430738,62129822,55178938,73,159,-86.0,False,1.47,False,,,,,0000874761-26-000070,
LUV,0000092380,LUV,2021,2025,5,2025,Robert E. Jordan,16587882,21865552,52680483,54698491,95,88,7.0,True,1.32,False,,,,,0001193125-26-127237,CEO_TRANSITION
LYB,0001489393,LYB,2021,2025,5,2025,,15577445,1216707,93970201,54363514,66.44,122.44,-56.0,False,0.08,False,,,,,0001308179-26-000250,CEO_TRANSITION
GPC,0000040987,GPC,2021,2025,5,2025,Mr. Stengel,12863479,13160136,54169241,54055710,140.38,120.57,19.8,True,1.02,False,,,,,0000040987-26-000011,
WAT,0001000697,WAT,2021,2025,5,2025,Dr. Batra,13973044,10649666,51926392,53987508,153.52,69.03,84.5,True,0.76,False,,,,,0001193125-26-149657,
WY,0000106535,WY,2021,2025,5,2025,Mr. Stockfish,13983685,10318880,65643898,53700274,86.43,102.2,-15.8,False,0.74,False,,,,,0001140361-26-012453,
CMS,0000811156,CMS,2021,2025,5,2025,Rochow,10534039,12284421,46149920,53468911,131,166,-35.0,False,1.17,False,,,,,0000811156-26-000015,
MKC,0000063754,MKC,2021,2025,5,2025,Brendan M. Foley,10831581,9333256,62641199,53462794,79.77,102.38,-22.6,False,0.86,False,,,,,0000063754-26-000140,CEO_TRANSITION
XYL,0001524472,XYL,2021,2025,5,2025,Mr. Pine,11287000,13705000,53283000,53349000,149,189,-40.0,False,1.21,False,,,,,0001104659-26-036678,
ALGN,0001097149,ALGN,2021,2025,5,2025,Joseph Hogan,19193988,3855982,115743022,53319434,29,117,-88.0,False,0.2,True,S&P 500 findings extension,58.1,annual_cash_bonus_actual,PRIMARY_VERIFIED,0001097149-26-000023,
REG,0000910606,REG,2021,2025,5,2025,Ms. Palmer,11092432,11270326,45596833,52627683,184.91,182.01,2.9,True,1.02,False,,,,,0001193125-26-122880,
FRT,0000034903,FRT,2021,2025,5,2025,Mr. Wood,9929147,8370328,44548445,51697291,134.06,154.56,-20.5,False,0.84,False,,,,,0001193125-26-127642,
EG,0001095073,EG,2021,2025,5,2025,Jim Williamson,8952500,8550995,44773661,51649838,161.56,234.33,-72.8,False,0.96,False,,,,,0001628280-26-024596,
MAA,0000912595,MAA,2021,2025,5,2025,,5874989,8541387,43826566,51286581,130.43,129.69,0.7,True,1.45,False,,,,,0001140361-26-013212,CEO_TRANSITION
BAX,0000010456,BAX,2021,2025,5,2025,Andrew Hider,29805182,14723645,102361875,51182721,26.50,148.36,-121.9,False,0.49,True,S&P 500 findings extension,54,annual_cash_bonus_actual,PRIMARY_VERIFIED,0001628280-26-020330,CEO_TRANSITION
INVH,0001687229,INVH,2021,2025,5,2025,Dallas B. Tanner,14096335,-577707,59331917,50847617,109.12,137.53,-28.4,False,-0.04,False,,,,,0001193125-26-126310,
TYL,0000860731,TYL,2021,2025,5,2025,"H. Lynn Moore, Jr.",8858370,5427418,38533765,50675052,104,157,-53.0,False,0.61,False,,,,,0000860731-26-000022,
SBAC,0001034054,SBAC,2021,2025,5,2025,Brendan T. Cavanagh,11358715,10743291,54767182,50620052,73.54,82.6,-9.1,False,0.95,False,,,,,0001193125-26-149656,
STZ,0000016918,STZ,2022,2026,5,2026,William A. Newlands,14209126,10903642,71953561,50185760,80.28,166.86,-86.6,False,0.77,False,,,,,0000016918-26-000023,
TAP,0000024545,TAP,2021,2025,5,2025,,11137548,-1028805,56126346,50155339,122.07,100.87,21.2,True,-0.09,False,,,,,0001104659-26-034154,CEO_TRANSITION
WST,0000105770,WST,2021,2025,5,2025,Eric M. Green,7190876,4115453,42381519,49375920,59,118,-59.0,False,0.57,False,,,,,0001104659-26-026778,
